"","business_id","business_name","business_address","inspection_date","inspection_score","violation_description","risk_category","Current Supervisor Districts"
"4941",94980,"94980 Orlandos' Caribbean BBQ","24 Willie Mays Pl Upper Cent Fd  Sect 142",2019-04-12,96,"Moderate risk food holding temperature","Moderate Risk",NA
"4942",95202,"95202 Mission Street Nacho Cart","24 Willie Mays Pl View Lvl, Sect 314",2019-04-12,100,NA,NA,NA
"4943",95142,"95142 Portable 13 Popcorn Cart","24 Willie Mays Pl Lower Cent Fd, Sect 142",2019-04-12,98,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"4944",76223,"AT&T PARK - (CART 6) Espresso & Dessert","24 Willie Mays Plaza",2019-04-12,100,NA,NA,NA
"4945",94665,"94665 Tony's Pizza","24 Willie Mays Pl Rm. 5314",2019-04-12,98,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"4946",94971,"94971 Gilroy Garlic Stand","24 Willie Mays Pl View Lvl Sect 331",2019-04-12,100,NA,NA,NA
"4947",95100,"95100 P-17 Nacho/Beer Cart","24 Willie Mays Pl Promenade Lvl Sec 106",2019-04-12,96,"No thermometers or uncalibrated thermometers","Low Risk",NA
"4948",5521,"AT&T - (J-2A) BEN & JERRY'S","24 Willie Mays Pl",2019-04-12,100,NA,NA,NA
"4949",94981,"94981 Portables 2 McCovey's BBQ","24 Willie Mays Pl Promenade Lvl Sect 110",2019-04-12,96,"Moderate risk food holding temperature","Moderate Risk",NA
"4950",95256,"95256 C&C Concessions/Portable 115 Lemonade Snack Cart","24 Willie Mays Pl  Promenade Lvl Sec 115",2019-04-12,100,NA,NA,NA
"4951",95215,"95215  Carvery Cart","24 Willie Mays Plaza  Club Lvl, Sect 232",2019-04-12,100,NA,NA,NA
"4952",95071,"95071 Portable 1 Doggie Diner","24 Willie Mays Pl Section 106",2019-04-12,100,NA,NA,NA
"4953",95216,"95216 - Ballpark Snacks Stand","24 Willie Mays Plaza Pl Field Level 1.11.11",2019-04-12,100,NA,NA,NA
"4954",94679,"94679 Murphy/Derby Grill/Giuseppe/Mashis","24 Willie Mays Pl Rm 3209",2019-04-12,88,"Foods not protected from contamination","Moderate Risk",NA
"4955",94972,"94972 Field Club Level Kitchen","24 Willie Mays Pl Field Level",2019-04-12,90,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"4956",94973,"94973 Bar San Pancho /Desel Ford Fongs/Wine Bar","24 Willie Mays Pl Field Level Rm 1.11.11",2019-04-12,100,NA,NA,NA
"4957",94983,"94983 Chowder House","24 Willie Mays Pl Upper Cent Fd Sect 143",2019-04-12,98,"Improper storage of equipment utensils or linens","Low Risk",NA
"4958",79193,"Bon Appetit @ Twitter","1355 Market St 5th floor",2019-04-12,100,NA,NA,NA
"4959",99818,"PINE & JONES MARKET","1100 PINE ST",2019-04-12,100,NA,NA,NA
"4960",95212,"95212 Doggie Diner","24 Wilie Mays Pl Club Lvl, Sect 228",2019-04-12,96,"Moderate risk food holding temperature","Moderate Risk",NA
"4961",94649,"94649 Doggie Diner/Garlic Fries/Tony's Pizza","24 Willie Mays Pl Rm 1144",2019-04-12,92,"Improper food storage","Low Risk",NA
"4962",94679,"94679 Murphy/Derby Grill/Giuseppe/Mashis","24 Willie Mays Pl Rm 3209",2019-04-12,88,"Moderate risk food holding temperature","Moderate Risk",NA
"4963",95311,"95311 C&C Concessions/Portable 130 Lemonade Snack Cart","24 Willie Mays Pl Promenade Lvl Sect 130",2019-04-12,100,NA,NA,NA
"4964",94974,"94974 Press Dining & Kitchen In-Seat Service","24 Willie Mays Pl Club Level",2019-04-12,98,"Other low risk violation","Low Risk",NA
"4965",95209,"95209  Popcorn Cart","24 Willie Mays Pl View Lvl Sect 331",2019-04-12,100,NA,NA,NA
"4966",95128,"Homeplate Boba Cart","24 Willie Mays Pl Promenade Lvl Sec 121",2019-04-12,96,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"4967",95235,"95235 Farmers Market/Snack","24 Willie Mays Pl Club Lvl Sect 219",2019-04-12,100,NA,NA,NA
"4968",94694,"94694 Derby Grill/Mission Street Taqueria","24 Willie Mays Plaza  Room 2130",2019-04-12,92,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"4969",95252,"95252 C&C Concessions/Portable 331 Lemonade Snack Cart","24 Willie Mays Pl View Lvl Sect 331",2019-04-12,100,NA,NA,NA
"4970",94977,"94977 Portables 2 Carvery/BBQ","24 Willie Mays Pl Promenade Lvl Sect 112",2019-04-12,100,NA,NA,NA
"4971",94939,"94939 Gilroy Garlic","24 Willie Mays Pl Promenade Lvl Sec 106",2019-04-12,98,"Improper or defective plumbing","Low Risk",NA
"4972",95107,"95107 Portable 4 Chicago Dog/Roasted Peanut Cart","24 Willie Mays Pl Promenade Lvl Sec 117",2019-04-12,100,NA,NA,NA
"4973",95312,"95312 C&C Concessions/Portable 311 Lemonade Snack Cart","24 Wilile Mays Pl View Level Sect 311",2019-04-12,100,NA,NA,NA
"4974",95003,"The Organic Coup","24 Willie  Promenade Sec 106",2019-04-12,100,NA,NA,NA
"4975",95194,"95194 Doggie Diner Cart","24 Willie Mays Pl View Lvl, Sect 331",2019-04-12,100,NA,NA,NA
"4976",94664,"94664 Doggie Diner","24 Willie Mays Pl Rm 2134",2019-04-12,100,NA,NA,NA
"4977",95040,"95040 Portables 9 Doggie Diner Cart","24 Willie Mays Pl Promenade Lvl Near Sec 133",2019-04-12,98,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"4978",95245,"95245 Doggie Diner/Taqueria","24 Willie Mays Pl View Level Section 332",2019-04-12,92,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"4979",95100,"95100 P-17 Nacho/Beer Cart","24 Willie Mays Pl Promenade Lvl Sec 106",2019-04-12,96,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"4980",94936,"94936 Murph's Pub","24 Willie Mays Pl View Section 302",2019-04-12,100,NA,NA,NA
"4981",95222,"95222 - V-4 King Street Carvery (Cart)","24 Willie Mays Plaza  View Lvl Sect 317",2019-04-12,100,NA,NA,NA
"4982",95205,"95205 Popcorn Cart","24 Willie Mays Pl View Lvl, Sect 324",2019-04-12,100,NA,NA,NA
"4983",95247,"95247 Doggie Diner","24 Willie Mays Pl Club Level Section 205",2019-04-12,100,NA,NA,NA
"4984",95137,"95137 Garden Table","24 Willie Mays Pl Lower Cent Fd",2019-04-12,100,NA,NA,NA
"4985",94912,"94912 Cognac Kitchen & Bar","24 Willie Mays  Rm 3232",2019-04-12,100,NA,NA,NA
"4986",95130,"Sidewalk Juice","3100 24th St",2019-04-15,94,"Food safety certificate or food handler card not available","Low Risk",NA
"4987",39049,"Specialty's Cafe & Bakery","1 Post St, Lower Level",2019-04-15,92,"Improper storage of equipment utensils or linens","Low Risk",3
"4988",64524,"Fresca Restaurant","737 IRVING St",2019-04-15,87,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",11
"4989",38259,"Amber India Corporation","25 Yerba Buena Ln",2019-04-15,88,"Food safety certificate or food handler card not available","Low Risk",10
"4990",905,"Working Girls' Cafe'","0259 Kearny St",2019-04-15,87,"High risk vermin infestation","High Risk",3
"4991",4893,"S & W MARKET","399 HAIGHT St",2019-04-15,90,"Unapproved or unmaintained equipment or utensils","Low Risk",11
"4992",580,"TACO LOS ALTOS","737 CORTLAND Ave",2019-04-15,85,"Foods not protected from contamination","Moderate Risk",2
"4993",32671,"La Taqueria Guadalajara","3146 24th St",2019-04-15,84,"Unclean nonfood contact surfaces","Low Risk",2
"4994",905,"Working Girls' Cafe'","0259 Kearny St",2019-04-15,87,"Moderate risk food holding temperature","Moderate Risk",3
"4995",580,"TACO LOS ALTOS","737 CORTLAND Ave",2019-04-15,85,"Improper storage of equipment utensils or linens","Low Risk",2
"4996",4893,"S & W MARKET","399 HAIGHT St",2019-04-15,90,"Inadequate and inaccessible handwashing facilities","Moderate Risk",11
"4997",39049,"Specialty's Cafe & Bakery","1 Post St, Lower Level",2019-04-15,92,"Insufficient hot water or running water","Moderate Risk",3
"4998",38259,"Amber India Corporation","25 Yerba Buena Ln",2019-04-15,88,"Improper food storage","Low Risk",10
"4999",32671,"La Taqueria Guadalajara","3146 24th St",2019-04-15,84,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"5000",4893,"S & W MARKET","399 HAIGHT St",2019-04-15,90,"Moderate risk vermin infestation","Moderate Risk",11
"5001",39049,"Specialty's Cafe & Bakery","1 Post St, Lower Level",2019-04-15,92,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"5002",38259,"Amber India Corporation","25 Yerba Buena Ln",2019-04-15,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",10
"5003",32671,"La Taqueria Guadalajara","3146 24th St",2019-04-15,84,"Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"5004",580,"TACO LOS ALTOS","737 CORTLAND Ave",2019-04-15,85,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",2
"5005",1727,"Sun Rise Restaurant","3126 24th St",2019-04-15,96,"Moderate risk vermin infestation","Moderate Risk",2
"5006",32671,"La Taqueria Guadalajara","3146 24th St",2019-04-15,84,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",2
"5007",64524,"Fresca Restaurant","737 IRVING St",2019-04-15,87,"High risk food holding temperature","High Risk",11
"5008",580,"TACO LOS ALTOS","737 CORTLAND Ave",2019-04-15,85,"Improper cooling methods","High Risk",2
"5009",905,"Working Girls' Cafe'","0259 Kearny St",2019-04-15,87,"Improper storage of equipment utensils or linens","Low Risk",3
"5010",32671,"La Taqueria Guadalajara","3146 24th St",2019-04-15,84,"Unclean or degraded floors walls or ceilings","Low Risk",2
"5011",64524,"Fresca Restaurant","737 IRVING St",2019-04-15,87,"Inadequate dressing rooms or improper storage of personal items","Low Risk",11
"5012",38259,"Amber India Corporation","25 Yerba Buena Ln",2019-04-15,88,"Moderate risk food holding temperature","Moderate Risk",10
"5013",77693,"SH Dream Inc","253 Church St",2019-04-15,82,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5014",65831,"Spices Restaurant","291 06th Ave",2019-04-15,74,"Unclean nonfood contact surfaces","Low Risk",4
"5015",76615,"Top's Cafe","2460 San Bruno Ave",2019-04-15,76,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5016",74374,"Gallardo's Mexican Restaurant","3248 18th St",2019-04-15,77,"Improper storage use or identification of toxic substances","Low Risk",NA
"5017",67262,"Wonglee LLC","732 Jackson St",2019-04-15,82,"Unclean nonfood contact surfaces","Low Risk",NA
"5018",91153,"Poke Delish","601 Mission Bay Blvd North",2019-04-15,88,"Other low risk violation","Low Risk",NA
"5019",91035,"Koja Kitchen","601 Mission Bay Blvd",2019-04-15,73,"Permit license or inspection report not posted","Low Risk",NA
"5020",76615,"Top's Cafe","2460 San Bruno Ave",2019-04-15,76,"Unclean nonfood contact surfaces","Low Risk",NA
"5021",74374,"Gallardo's Mexican Restaurant","3248 18th St",2019-04-15,77,"High risk food holding temperature","High Risk",NA
"5022",77693,"SH Dream Inc","253 Church St",2019-04-15,82,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5023",76615,"Top's Cafe","2460 San Bruno Ave",2019-04-15,76,"Unclean hands or improper use of gloves","High Risk",NA
"5024",84038,"Delarosa","37 Yerba Buena Ln",2019-04-15,75,"High risk food holding temperature","High Risk",NA
"5025",71327,"TableTop Tap House","175 04th St",2019-04-15,88,"Improper food storage","Low Risk",NA
"5026",87338,"Lemonade","781 Mission St",2019-04-15,84,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5027",69762,"Chili House Inc.","726 Clement St",2019-04-15,83,"Foods not protected from contamination","Moderate Risk",NA
"5028",87338,"Lemonade","781 Mission St",2019-04-15,84,"Insufficient hot water or running water","Moderate Risk",NA
"5029",91035,"Koja Kitchen","601 Mission Bay Blvd",2019-04-15,73,"Mobile food facility with unapproved operating conditions","High Risk",NA
"5030",74374,"Gallardo's Mexican Restaurant","3248 18th St",2019-04-15,77,"Unclean nonfood contact surfaces","Low Risk",NA
"5031",91153,"Poke Delish","601 Mission Bay Blvd North",2019-04-15,88,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5032",65831,"Spices Restaurant","291 06th Ave",2019-04-15,74,"Unclean or unsanitary food contact surfaces","High Risk",4
"5033",76545,"Cuppa","2810 Diamond St",2019-04-15,94,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5034",84038,"Delarosa","37 Yerba Buena Ln",2019-04-15,75,"Unclean or unsanitary food contact surfaces","High Risk",NA
"5035",91035,"Koja Kitchen","601 Mission Bay Blvd",2019-04-15,73,"Mobile food facility not operating with an approved commissary","High Risk",NA
"5036",76615,"Top's Cafe","2460 San Bruno Ave",2019-04-15,76,"Improper or defective plumbing","Low Risk",NA
"5037",92173,"H & L Super Market","669 Geary St",2019-04-15,92,"Improper food labeling or menu misrepresentation","Low Risk",NA
"5038",69762,"Chili House Inc.","726 Clement St",2019-04-15,83,"Improper thawing methods","Moderate Risk",NA
"5039",86486,"Surisan","505 Beach St",2019-04-15,96,"Improper storage of equipment utensils or linens","Low Risk",NA
"5040",92173,"H & L Super Market","669 Geary St",2019-04-15,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5041",77693,"SH Dream Inc","253 Church St",2019-04-15,82,"Foods not protected from contamination","Moderate Risk",NA
"5042",67262,"Wonglee LLC","732 Jackson St",2019-04-15,82,"Moderate risk vermin infestation","Moderate Risk",NA
"5043",71187,"Juicy Fruit","768 Jackson St",2019-04-15,96,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5044",76615,"Top's Cafe","2460 San Bruno Ave",2019-04-15,76,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"5045",71327,"TableTop Tap House","175 04th St",2019-04-15,88,"Moderate risk vermin infestation","Moderate Risk",NA
"5046",65831,"Spices Restaurant","291 06th Ave",2019-04-15,74,"High risk vermin infestation","High Risk",4
"5047",74374,"Gallardo's Mexican Restaurant","3248 18th St",2019-04-15,77,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5048",87338,"Lemonade","781 Mission St",2019-04-15,84,"Foods not protected from contamination","Moderate Risk",NA
"5049",84038,"Delarosa","37 Yerba Buena Ln",2019-04-15,75,"Improper cooling methods","High Risk",NA
"5050",76545,"Cuppa","2810 Diamond St",2019-04-15,94,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5051",91153,"Poke Delish","601 Mission Bay Blvd North",2019-04-15,88,"Insufficient hot water or running water","Moderate Risk",NA
"5052",65831,"Spices Restaurant","291 06th Ave",2019-04-15,74,"Improper thawing methods","Moderate Risk",4
"5053",76545,"Cuppa","2810 Diamond St",2019-04-15,94,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"5054",91035,"Koja Kitchen","601 Mission Bay Blvd",2019-04-15,73,"No plan review or Building Permit","Low Risk",NA
"5055",71327,"TableTop Tap House","175 04th St",2019-04-15,88,"Food safety certificate or food handler card not available","Low Risk",NA
"5056",69762,"Chili House Inc.","726 Clement St",2019-04-15,83,"Unclean hands or improper use of gloves","High Risk",NA
"5057",86486,"Surisan","505 Beach St",2019-04-15,96,"Improper food storage","Low Risk",NA
"5058",71327,"TableTop Tap House","175 04th St",2019-04-15,88,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"5059",91035,"Koja Kitchen","601 Mission Bay Blvd",2019-04-15,73,"High risk food holding temperature","High Risk",NA
"5060",77693,"SH Dream Inc","253 Church St",2019-04-15,82,"Inadequate procedures or records for time as a public health control","Moderate Risk",NA
"5061",76615,"Top's Cafe","2460 San Bruno Ave",2019-04-15,76,"High risk food holding temperature","High Risk",NA
"5062",67262,"Wonglee LLC","732 Jackson St",2019-04-15,82,"Foods not protected from contamination","Moderate Risk",NA
"5063",77693,"SH Dream Inc","253 Church St",2019-04-15,82,"Unpermitted food facility","Low Risk",NA
"5064",65831,"Spices Restaurant","291 06th Ave",2019-04-15,74,"Moderate risk food holding temperature","Moderate Risk",4
"5065",65831,"Spices Restaurant","291 06th Ave",2019-04-15,74,"Unapproved or unmaintained equipment or utensils","Low Risk",4
"5066",87338,"Lemonade","781 Mission St",2019-04-15,84,"Moderate risk vermin infestation","Moderate Risk",NA
"5067",92173,"H & L Super Market","669 Geary St",2019-04-15,92,"Improper food storage","Low Risk",NA
"5068",74374,"Gallardo's Mexican Restaurant","3248 18th St",2019-04-15,77,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5069",67262,"Wonglee LLC","732 Jackson St",2019-04-15,82,"Insufficient hot water or running water","Moderate Risk",NA
"5070",77693,"SH Dream Inc","253 Church St",2019-04-15,82,"Moderate risk vermin infestation","Moderate Risk",NA
"5071",76676,"Little Vietnam Cafe","309 06th Ave",2019-04-15,96,"Inadequate ventilation or lighting","Low Risk",NA
"5072",91035,"Koja Kitchen","601 Mission Bay Blvd",2019-04-15,73,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5073",84038,"Delarosa","37 Yerba Buena Ln",2019-04-15,75,"Noncompliance with shell fish tags or display","Moderate Risk",NA
"5074",74374,"Gallardo's Mexican Restaurant","3248 18th St",2019-04-15,77,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",NA
"5075",91153,"Poke Delish","601 Mission Bay Blvd North",2019-04-15,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5076",76615,"Top's Cafe","2460 San Bruno Ave",2019-04-15,76,"Improper food storage","Low Risk",NA
"5077",67262,"Wonglee LLC","732 Jackson St",2019-04-15,82,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5078",76676,"Little Vietnam Cafe","309 06th Ave",2019-04-15,96,"Unclean nonfood contact surfaces","Low Risk",NA
"5079",69762,"Chili House Inc.","726 Clement St",2019-04-15,83,"Improper storage use or identification of toxic substances","Low Risk",NA
"5080",71327,"TableTop Tap House","175 04th St",2019-04-15,88,"Improper storage of equipment utensils or linens","Low Risk",NA
"5081",72153,"Kwik & Convenient","600 Monterey Blvd",2019-04-15,98,"Low risk vermin infestation","Low Risk",NA
"5082",99777,"COCO FRESH TEA & JUICE","652 MARKET St",2019-04-15,91,"Permit license or inspection report not posted","Low Risk",NA
"5083",5977,"SF Adult Day Services","50 Broad St",2019-04-15,100,NA,NA,1
"5084",97218,"SUPREME CRAB","245 JEFFERSON St",2019-04-15,89,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5085",99777,"COCO FRESH TEA & JUICE","652 MARKET St",2019-04-15,91,"Unclean or unsanitary food contact surfaces","High Risk",NA
"5086",95130,"Sidewalk Juice","3100 24th St",2019-04-15,94,"Moderate risk vermin infestation","Moderate Risk",NA
"5087",97218,"SUPREME CRAB","245 JEFFERSON St",2019-04-15,89,"Improper reheating of food","High Risk",NA
"5088",69761,"Missionaries of Charity","55 Sadowa St",2019-04-15,100,NA,NA,1
"5089",1757,"Dar Bar Pakistani/Indian Cusine","1412 Polk St",2019-04-16,81,"Improper food storage","Low Risk",3
"5090",3433,"Alioto's","Foot of Taylor St #8",2019-04-16,90,"Improper thawing methods","Moderate Risk",3
"5091",61641,"Donairo's Pizza","6905 Geary Blvd",2019-04-16,94,"Employee eating or smoking","Moderate Risk",4
"5092",1508,"Nonna Rose Restaurant","Foot of Taylor St #7",2019-04-16,90,"Moderate risk food holding temperature","Moderate Risk",3
"5093",58576,"Thanh Tam II","577 Valencia St.",2019-04-16,72,"Unclean hands or improper use of gloves","High Risk",2
"5094",7216,"El Chico Produce Market #2","4600 Mission St",2019-04-16,73,"Unclean or degraded floors walls or ceilings","Low Risk",1
"5095",57751,"Mercury Cafe","201 Octavia St",2019-04-16,94,"Unclean or degraded floors walls or ceilings","Low Risk",11
"5096",1757,"Dar Bar Pakistani/Indian Cusine","1412 Polk St",2019-04-16,81,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",3
"5097",17689,"New Mings Restaurant","641 Mission St",2019-04-16,86,"Inadequate and inaccessible handwashing facilities","Moderate Risk",10
"5098",827,"TAQUERIA EL FAROLITO NO. 2","4817 MISSION St",2019-04-16,83,"Moderate risk food holding temperature","Moderate Risk",1
"5099",9155,"STARBUCKS","350 RHODE ISLAND",2019-04-16,98,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",9
"5100",7216,"El Chico Produce Market #2","4600 Mission St",2019-04-16,73,"Unapproved or unmaintained equipment or utensils","Low Risk",1
"5101",61641,"Donairo's Pizza","6905 Geary Blvd",2019-04-16,94,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",4
"5102",58576,"Thanh Tam II","577 Valencia St.",2019-04-16,72,"No hot water or running water","High Risk",2
"5103",2659,"HUNAN CHEF","525 CORTLAND Ave",2019-04-16,83,"Unclean nonfood contact surfaces","Low Risk",2
"5104",7216,"El Chico Produce Market #2","4600 Mission St",2019-04-16,73,"Unclean hands or improper use of gloves","High Risk",1
"5105",7488,"EUROPA EXPRESS","746-750 LA PLAYA St",2019-04-16,86,"Improper food storage","Low Risk",4
"5106",1757,"Dar Bar Pakistani/Indian Cusine","1412 Polk St",2019-04-16,81,"Unclean nonfood contact surfaces","Low Risk",3
"5107",827,"TAQUERIA EL FAROLITO NO. 2","4817 MISSION St",2019-04-16,83,"Improper food storage","Low Risk",1
"5108",9684,"Episcopal Community Services","1001 Polk St.",2019-04-16,94,"Unapproved or unmaintained equipment or utensils","Low Risk",10
"5109",7488,"EUROPA EXPRESS","746-750 LA PLAYA St",2019-04-16,86,"Noncompliance with HAACP plan or variance","Moderate Risk",4
"5110",17689,"New Mings Restaurant","641 Mission St",2019-04-16,86,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",10
"5111",3433,"Alioto's","Foot of Taylor St #8",2019-04-16,90,"Inadequate and inaccessible handwashing facilities","Moderate Risk",3
"5112",58576,"Thanh Tam II","577 Valencia St.",2019-04-16,72,"Moderate risk food holding temperature","Moderate Risk",2
"5113",7216,"El Chico Produce Market #2","4600 Mission St",2019-04-16,73,"Moderate risk food holding temperature","Moderate Risk",1
"5114",1757,"Dar Bar Pakistani/Indian Cusine","1412 Polk St",2019-04-16,81,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"5115",1508,"Nonna Rose Restaurant","Foot of Taylor St #7",2019-04-16,90,"Food safety certificate or food handler card not available","Low Risk",3
"5116",58576,"Thanh Tam II","577 Valencia St.",2019-04-16,72,"Foods not protected from contamination","Moderate Risk",2
"5117",9684,"Episcopal Community Services","1001 Polk St.",2019-04-16,94,"Inadequate warewashing facilities or equipment","Low Risk",10
"5118",2659,"HUNAN CHEF","525 CORTLAND Ave",2019-04-16,83,"Non service animal","Low Risk",2
"5119",58576,"Thanh Tam II","577 Valencia St.",2019-04-16,72,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"5120",2659,"HUNAN CHEF","525 CORTLAND Ave",2019-04-16,83,"Improper storage use or identification of toxic substances","Low Risk",2
"5121",827,"TAQUERIA EL FAROLITO NO. 2","4817 MISSION St",2019-04-16,83,"Improper cooling methods","High Risk",1
"5122",57751,"Mercury Cafe","201 Octavia St",2019-04-16,94,"Insufficient hot water or running water","Moderate Risk",11
"5123",1757,"Dar Bar Pakistani/Indian Cusine","1412 Polk St",2019-04-16,81,"Unclean or degraded floors walls or ceilings","Low Risk",3
"5124",7216,"El Chico Produce Market #2","4600 Mission St",2019-04-16,73,"Moderate risk vermin infestation","Moderate Risk",1
"5125",7488,"EUROPA EXPRESS","746-750 LA PLAYA St",2019-04-16,86,"Moderate risk food holding temperature","Moderate Risk",4
"5126",17689,"New Mings Restaurant","641 Mission St",2019-04-16,86,"Improper thawing methods","Moderate Risk",10
"5127",9684,"Episcopal Community Services","1001 Polk St.",2019-04-16,94,"Unclean nonfood contact surfaces","Low Risk",10
"5128",1508,"Nonna Rose Restaurant","Foot of Taylor St #7",2019-04-16,90,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",3
"5129",7216,"El Chico Produce Market #2","4600 Mission St",2019-04-16,73,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",1
"5130",7488,"EUROPA EXPRESS","746-750 LA PLAYA St",2019-04-16,86,"Moderate risk vermin infestation","Moderate Risk",4
"5131",2659,"HUNAN CHEF","525 CORTLAND Ave",2019-04-16,83,"Foods not protected from contamination","Moderate Risk",2
"5132",3433,"Alioto's","Foot of Taylor St #8",2019-04-16,90,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"5133",17689,"New Mings Restaurant","641 Mission St",2019-04-16,86,"Improper storage use or identification of toxic substances","Low Risk",10
"5134",58576,"Thanh Tam II","577 Valencia St.",2019-04-16,72,"Unclean or degraded floors walls or ceilings","Low Risk",2
"5135",2659,"HUNAN CHEF","525 CORTLAND Ave",2019-04-16,83,"High risk food holding temperature","High Risk",2
"5136",7216,"El Chico Produce Market #2","4600 Mission St",2019-04-16,73,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",1
"5137",827,"TAQUERIA EL FAROLITO NO. 2","4817 MISSION St",2019-04-16,83,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",1
"5138",1757,"Dar Bar Pakistani/Indian Cusine","1412 Polk St",2019-04-16,81,"High risk vermin infestation","High Risk",3
"5139",86180,"Tian Tian Market, Inc.","1117 Stockton St",2019-04-16,78,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5140",83351,"City Super","1108 Stockton St",2019-04-16,80,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5141",89025,"Keeva Indian Kitchen","908 Clement St",2019-04-16,83,"Low risk vermin infestation","Low Risk",NA
"5142",91453,"Nara Sushi","1515 Polk St",2019-04-16,92,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"5143",90971,"Esan Classic","739 Larkin St",2019-04-16,96,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"5144",77562,"Ha Tien Cove","1650 Holloway Ave Student Ctr. West Plaza Alcove B",2019-04-16,83,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5145",76437,"Sweetheart Cafe","909 Grant Ave",2019-04-16,84,"Improper thawing methods","Moderate Risk",NA
"5146",85722,"Dragoneats","1671 Haight St",2019-04-16,83,"Permit license or inspection report not posted","Low Risk",NA
"5147",86180,"Tian Tian Market, Inc.","1117 Stockton St",2019-04-16,78,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"5148",85722,"Dragoneats","1671 Haight St",2019-04-16,83,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5149",83351,"City Super","1108 Stockton St",2019-04-16,80,"Improper food storage","Low Risk",NA
"5150",83755,"Heyday","555 Mission St",2019-04-16,80,"Improper or defective plumbing","Low Risk",NA
"5151",89404,"Burger King #6414","4780 Mission St",2019-04-16,94,"Unclean nonfood contact surfaces","Low Risk",NA
"5152",84582,"Mateo's Taqueria","2471 Mission St",2019-04-16,86,"Insufficient hot water or running water","Moderate Risk",NA
"5153",83755,"Heyday","555 Mission St",2019-04-16,80,"High risk food holding temperature","High Risk",NA
"5154",89404,"Burger King #6414","4780 Mission St",2019-04-16,94,"Permit license or inspection report not posted","Low Risk",NA
"5155",84582,"Mateo's Taqueria","2471 Mission St",2019-04-16,86,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"5156",86180,"Tian Tian Market, Inc.","1117 Stockton St",2019-04-16,78,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"5157",76437,"Sweetheart Cafe","909 Grant Ave",2019-04-16,84,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
