business_id	business_name	business_address	inspection_date	inspection_score	violation_description	risk_category	Current Supervisor Districts
3129	Francisca Club	595 Sutter St	2019-05-30	96	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
726	BEN WAH RESTAURANT	2786 CALIFORNIA St	2019-05-30	81	Foods not protected from contamination	Moderate Risk	6
726	BEN WAH RESTAURANT	2786 CALIFORNIA St	2019-05-30	81	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	6
2797	MELS DRIVE-IN	1050 VAN NESS Ave	2019-05-30	88	Moderate risk food holding temperature	Moderate Risk	11
3373	New Delhi Restaurant	160 Ellis St	2019-05-30	75	Improper cooling methods	High Risk	10
64380	Michael Mina Restaurant	252 California St	2019-05-30	88	Improper or defective plumbing	Low Risk	3
726	BEN WAH RESTAURANT	2786 CALIFORNIA St	2019-05-30	81	High risk food holding temperature	High Risk	6
3491	Borodudur Restaurant	700 Post St	2019-05-30	88	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	3
64380	Michael Mina Restaurant	252 California St	2019-05-30	88	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
2797	MELS DRIVE-IN	1050 VAN NESS Ave	2019-05-30	88	Permit license or inspection report not posted	Low Risk	11
726	BEN WAH RESTAURANT	2786 CALIFORNIA St	2019-05-30	81	Unclean nonfood contact surfaces	Low Risk	6
3491	Borodudur Restaurant	700 Post St	2019-05-30	88	Improper thawing methods	Moderate Risk	3
3373	New Delhi Restaurant	160 Ellis St	2019-05-30	75	Inadequate and inaccessible handwashing facilities	Moderate Risk	10
3373	New Delhi Restaurant	160 Ellis St	2019-05-30	75	High risk vermin infestation	High Risk	10
726	BEN WAH RESTAURANT	2786 CALIFORNIA St	2019-05-30	81	Unclean or degraded floors walls or ceilings	Low Risk	6
2797	MELS DRIVE-IN	1050 VAN NESS Ave	2019-05-30	88	Unapproved or unmaintained equipment or utensils	Low Risk	11
91241	El Capitan	1196 Folsom St	2019-05-30	89	Improper reheating of food	High Risk	NA
66418	Turtle Tower Restaurant	5716 GEARY BLVD	2019-05-30	81	Low risk vermin infestation	Low Risk	4
68148	Sheng Kee Bakery & Cafe	814-816 Irving St	2019-05-30	87	Permit license or inspection report not posted	Low Risk	NA
66418	Turtle Tower Restaurant	5716 GEARY BLVD	2019-05-30	81	Improper thawing methods	Moderate Risk	4
93182	Thanh Thanh Cafe	2205 Clement St	2019-05-30	78	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
78275	Chang's Kitchen	1030 Irving St	2019-05-30	79	Moderate risk vermin infestation	Moderate Risk	NA
93182	Thanh Thanh Cafe	2205 Clement St	2019-05-30	78	Improper or defective plumbing	Low Risk	NA
83520	The Plant Cafe Organic	2335 03rd St	2019-05-30	90	Moderate risk food holding temperature	Moderate Risk	NA
87107	Russian Renaissance Restaurant	5241 Geary Blvd	2019-05-30	90	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
87107	Russian Renaissance Restaurant	5241 Geary Blvd	2019-05-30	90	Moderate risk vermin infestation	Moderate Risk	NA
66418	Turtle Tower Restaurant	5716 GEARY BLVD	2019-05-30	81	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	4
90504	Tara Indian Cuisine	2217 Market St	2019-05-30	89	Moderate risk vermin infestation	Moderate Risk	NA
78275	Chang's Kitchen	1030 Irving St	2019-05-30	79	Moderate risk food holding temperature	Moderate Risk	NA
83520	The Plant Cafe Organic	2335 03rd St	2019-05-30	90	Foods not protected from contamination	Moderate Risk	NA
93182	Thanh Thanh Cafe	2205 Clement St	2019-05-30	78	Improper food storage	Low Risk	NA
87107	Russian Renaissance Restaurant	5241 Geary Blvd	2019-05-30	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
90504	Tara Indian Cuisine	2217 Market St	2019-05-30	89	Improper cooling methods	High Risk	NA
83520	The Plant Cafe Organic	2335 03rd St	2019-05-30	90	Unapproved or unmaintained equipment or utensils	Low Risk	NA
66418	Turtle Tower Restaurant	5716 GEARY BLVD	2019-05-30	81	Improper storage of equipment utensils or linens	Low Risk	4
93182	Thanh Thanh Cafe	2205 Clement St	2019-05-30	78	Unclean nonfood contact surfaces	Low Risk	NA
92268	I'A Poke	684 King St.	2019-05-30	96	Foods not protected from contamination	Moderate Risk	NA
66418	Turtle Tower Restaurant	5716 GEARY BLVD	2019-05-30	81	Unapproved or unmaintained equipment or utensils	Low Risk	4
78275	Chang's Kitchen	1030 Irving St	2019-05-30	79	Unclean hands or improper use of gloves	High Risk	NA
68148	Sheng Kee Bakery & Cafe	814-816 Irving St	2019-05-30	87	High risk vermin infestation	High Risk	NA
93182	Thanh Thanh Cafe	2205 Clement St	2019-05-30	78	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
78275	Chang's Kitchen	1030 Irving St	2019-05-30	79	Unclean or degraded floors walls or ceilings	Low Risk	NA
91241	El Capitan	1196 Folsom St	2019-05-30	89	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
68148	Sheng Kee Bakery & Cafe	814-816 Irving St	2019-05-30	87	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
66418	Turtle Tower Restaurant	5716 GEARY BLVD	2019-05-30	81	Improper cooling methods	High Risk	4
93182	Thanh Thanh Cafe	2205 Clement St	2019-05-30	78	Improper thawing methods	Moderate Risk	NA
78275	Chang's Kitchen	1030 Irving St	2019-05-30	79	Foods not protected from contamination	Moderate Risk	NA
93182	Thanh Thanh Cafe	2205 Clement St	2019-05-30	78	Moderate risk food holding temperature	Moderate Risk	NA
95761	Anton's Pizza	1196 Folsom St	2019-05-30	94	Unapproved or unmaintained equipment or utensils	Low Risk	NA
99788	ACAI R	1130 Ocean Ave	2019-05-30	78	Other high risk violation	High Risk	NA
98226	SIMPLE	2620 OCEAN AVE	2019-05-30	98	Permit license or inspection report not posted	Low Risk	NA
99788	ACAI R	1130 Ocean Ave	2019-05-30	78	Unclean or unsanitary food contact surfaces	High Risk	NA
99788	ACAI R	1130 Ocean Ave	2019-05-30	78	Improper food storage	Low Risk	NA
99788	ACAI R	1130 Ocean Ave	2019-05-30	78	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
95761	Anton's Pizza	1196 Folsom St	2019-05-30	94	Improper food labeling or menu misrepresentation	Low Risk	NA
38179	Hillstone Restaurant	1800 Montgomery St	2019-05-30	100	NA	NA	3
98282	ANDYTOWN COFFEE ROASTERS	181 FREMONT ST 7th Fl	2019-05-30	96	Foods not protected from contamination	Moderate Risk	NA
5855	SOTA (SCHOOL OF THE ARTS)	555 Portola Dr	2019-05-30	100	NA	NA	5
95761	Anton's Pizza	1196 Folsom St	2019-05-30	94	Unclean or degraded floors walls or ceilings	Low Risk	NA
100252	BITE ME SANDWICHES	701 COLE ST	2019-05-30	100	NA	NA	NA
99788	ACAI R	1130 Ocean Ave	2019-05-30	78	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
15279	Deli World	18 Ocean Ave.	2019-05-31	83	Improper or defective plumbing	Low Risk	1
60472	Mikaku Restaurant	323 Grant Ave	2019-05-31	81	High risk food holding temperature	High Risk	3
9232	Fillmore Street Cafe	1301 Fillmore Street	2019-05-31	86	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	11
2737	CAFFE' ROMA	885 Bryant St	2019-05-31	92	Inadequate and inaccessible handwashing facilities	Moderate Risk	10
2980	PUERTO ALEGRE	546 Valencia St	2019-05-31	91	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	5
15279	Deli World	18 Ocean Ave.	2019-05-31	83	Moderate risk vermin infestation	Moderate Risk	1
60472	Mikaku Restaurant	323 Grant Ave	2019-05-31	81	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
9232	Fillmore Street Cafe	1301 Fillmore Street	2019-05-31	86	Foods not protected from contamination	Moderate Risk	11
27964	Little Star Pizza Valencia	400 Valencia St	2019-05-31	94	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	5
9232	Fillmore Street Cafe	1301 Fillmore Street	2019-05-31	86	Insufficient hot water or running water	Moderate Risk	11
2980	PUERTO ALEGRE	546 Valencia St	2019-05-31	91	Improper reheating of food	High Risk	5
15279	Deli World	18 Ocean Ave.	2019-05-31	83	Unapproved food source	High Risk	1
60472	Mikaku Restaurant	323 Grant Ave	2019-05-31	81	Improper or defective plumbing	Low Risk	3
9232	Fillmore Street Cafe	1301 Fillmore Street	2019-05-31	86	Food safety certificate or food handler card not available	Low Risk	11
27964	Little Star Pizza Valencia	400 Valencia St	2019-05-31	94	Unapproved or unmaintained equipment or utensils	Low Risk	5
60472	Mikaku Restaurant	323 Grant Ave	2019-05-31	81	Improper thawing methods	Moderate Risk	3
60472	Mikaku Restaurant	323 Grant Ave	2019-05-31	81	Unclean or degraded floors walls or ceilings	Low Risk	3
9232	Fillmore Street Cafe	1301 Fillmore Street	2019-05-31	86	Unclean or degraded floors walls or ceilings	Low Risk	11
2737	CAFFE' ROMA	885 Bryant St	2019-05-31	92	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	10
15279	Deli World	18 Ocean Ave.	2019-05-31	83	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	1
74712	Kasa Indian Eatery	1356 Polk St	2019-05-31	87	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
92283	SINI	322 Kearny St	2019-05-31	77	Improper food storage	Low Risk	NA
84171	Latte Express #5	646 Kearny St	2019-05-31	90	Improper storage use or identification of toxic substances	Low Risk	NA
93855	WPizza	170 O'Farrell St	2019-05-31	98	Unapproved or unmaintained equipment or utensils	Low Risk	NA
88554	Express Liquor and Pupuseria	4715 Geary Blvd	2019-05-31	79	Improper thawing methods	Moderate Risk	NA
92283	SINI	322 Kearny St	2019-05-31	77	Moderate risk food holding temperature	Moderate Risk	NA
74712	Kasa Indian Eatery	1356 Polk St	2019-05-31	87	Unclean or unsanitary food contact surfaces	High Risk	NA
88554	Express Liquor and Pupuseria	4715 Geary Blvd	2019-05-31	79	Improper cooling methods	High Risk	NA
90643	Creperie Saint Germain	1760 Cesar Chavez St.	2019-05-31	90	Unclean or degraded floors walls or ceilings	Low Risk	NA
92283	SINI	322 Kearny St	2019-05-31	77	High risk vermin infestation	High Risk	NA
84171	Latte Express #5	646 Kearny St	2019-05-31	90	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
92283	SINI	322 Kearny St	2019-05-31	77	Insufficient hot water or running water	Moderate Risk	NA
74712	Kasa Indian Eatery	1356 Polk St	2019-05-31	87	Low risk vermin infestation	Low Risk	NA
92283	SINI	322 Kearny St	2019-05-31	77	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
84171	Latte Express #5	646 Kearny St	2019-05-31	90	Improper storage of equipment utensils or linens	Low Risk	NA
92283	SINI	322 Kearny St	2019-05-31	77	Improper or defective plumbing	Low Risk	NA
88554	Express Liquor and Pupuseria	4715 Geary Blvd	2019-05-31	79	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
90643	Creperie Saint Germain	1760 Cesar Chavez St.	2019-05-31	90	Insufficient hot water or running water	Moderate Risk	NA
88554	Express Liquor and Pupuseria	4715 Geary Blvd	2019-05-31	79	Insufficient hot water or running water	Moderate Risk	NA
88554	Express Liquor and Pupuseria	4715 Geary Blvd	2019-05-31	79	Unclean nonfood contact surfaces	Low Risk	NA
84171	Latte Express #5	646 Kearny St	2019-05-31	90	Improper food storage	Low Risk	NA
90643	Creperie Saint Germain	1760 Cesar Chavez St.	2019-05-31	90	Unclean nonfood contact surfaces	Low Risk	NA
90643	Creperie Saint Germain	1760 Cesar Chavez St.	2019-05-31	90	Permit license or inspection report not posted	Low Risk	NA
99268	PHO 2000	637 LARKIN ST	2019-05-31	85	High risk food holding temperature	High Risk	NA
99268	PHO 2000	637 LARKIN ST	2019-05-31	85	Unapproved or unmaintained equipment or utensils	Low Risk	NA
99764	POKE KANA	65 CAMBON Dr	2019-05-31	74	Unclean or unsanitary food contact surfaces	High Risk	NA
99268	PHO 2000	637 LARKIN ST	2019-05-31	85	Unclean nonfood contact surfaces	Low Risk	NA
99396	BINIS KITCHEN LLC	1001 HOWARD ST	2019-05-31	96	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
99268	PHO 2000	637 LARKIN ST	2019-05-31	85	Unclean or degraded floors walls or ceilings	Low Risk	NA
99764	POKE KANA	65 CAMBON Dr	2019-05-31	74	Unclean hands or improper use of gloves	High Risk	NA
99537	GRAM CAFE & PANCAKES	3251 20TH AVE STE 172	2019-05-31	98	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
67545	Keiko a Nob Hill	1250 Jones St	2019-05-31	98	NA	NA	3
99764	POKE KANA	65 CAMBON Dr	2019-05-31	74	Improper thawing methods	Moderate Risk	NA
99764	POKE KANA	65 CAMBON Dr	2019-05-31	74	Foods not protected from contamination	Moderate Risk	NA
100274	THE OLYMPIC CAFE	555 GEARY ST	2019-05-31	100	NA	NA	NA
99764	POKE KANA	65 CAMBON Dr	2019-05-31	74	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
99268	PHO 2000	637 LARKIN ST	2019-05-31	85	Improper food storage	Low Risk	NA
21921	Cocobang	550 Taylor St	2019-06-03	86	Unclean nonfood contact surfaces	Low Risk	3
3935	Le Colonial, SF, LLC	20 Cosmo Pl	2019-06-03	96	Moderate risk food holding temperature	Moderate Risk	3
21921	Cocobang	550 Taylor St	2019-06-03	86	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
21921	Cocobang	550 Taylor St	2019-06-03	86	Improper storage use or identification of toxic substances	Low Risk	3
21921	Cocobang	550 Taylor St	2019-06-03	86	Food safety certificate or food handler card not available	Low Risk	3
21921	Cocobang	550 Taylor St	2019-06-03	86	Inadequate and inaccessible handwashing facilities	Moderate Risk	3
74680	Aliment	790 Bush St	2019-06-03	94	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	Inadequate warewashing facilities or equipment	Low Risk	NA
75681	Tokyo Express Battery	77 Battery St Suite 100	2019-06-03	85	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
83612	Lobster ME	845 Market St FE15	2019-06-03	87	Moderate risk vermin infestation	Moderate Risk	NA
90813	Kaisen Sushi	71 5th St	2019-06-03	78	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
89071	Street Taco	83 9th St.	2019-06-03	83	Permit license or inspection report not posted	Low Risk	NA
74680	Aliment	790 Bush St	2019-06-03	94	Unapproved or unmaintained equipment or utensils	Low Risk	NA
90214	The Melt	925 Market St.	2019-06-03	82	Improper or defective plumbing	Low Risk	NA
75681	Tokyo Express Battery	77 Battery St Suite 100	2019-06-03	85	High risk food holding temperature	High Risk	NA
90214	The Melt	925 Market St.	2019-06-03	82	High risk food holding temperature	High Risk	NA
89071	Street Taco	83 9th St.	2019-06-03	83	Unclean nonfood contact surfaces	Low Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
90813	Kaisen Sushi	71 5th St	2019-06-03	78	Unapproved or unmaintained equipment or utensils	Low Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	High risk vermin infestation	High Risk	NA
83612	Lobster ME	845 Market St FE15	2019-06-03	87	Improper or defective plumbing	Low Risk	NA
75681	Tokyo Express Battery	77 Battery St Suite 100	2019-06-03	85	Unclean nonfood contact surfaces	Low Risk	NA
90813	Kaisen Sushi	71 5th St	2019-06-03	78	Unclean nonfood contact surfaces	Low Risk	NA
70702	Osso Steakhouse	1177 California St	2019-06-03	96	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
90214	The Melt	925 Market St.	2019-06-03	82	Unclean or degraded floors walls or ceilings	Low Risk	NA
90813	Kaisen Sushi	71 5th St	2019-06-03	78	High risk vermin infestation	High Risk	NA
69006	Chipotle Mexican Grill #1566	50 California St	2019-06-03	96	Improper food labeling or menu misrepresentation	Low Risk	NA
89071	Street Taco	83 9th St.	2019-06-03	83	Foods not protected from contamination	Moderate Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	Permit license or inspection report not posted	Low Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	Foods not protected from contamination	Moderate Risk	NA
69006	Chipotle Mexican Grill #1566	50 California St	2019-06-03	96	Improper or defective plumbing	Low Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	Improper storage of equipment utensils or linens	Low Risk	NA
77714	Hopwater Distribution	850 Bush St	2019-06-03	96	Improper or defective plumbing	Low Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	Unclean or unsanitary food contact surfaces	High Risk	NA
89071	Street Taco	83 9th St.	2019-06-03	83	Low risk vermin infestation	Low Risk	NA
90214	The Melt	925 Market St.	2019-06-03	82	Improper cooling methods	High Risk	NA
75681	Tokyo Express Battery	77 Battery St Suite 100	2019-06-03	85	Improper food storage	Low Risk	NA
89071	Street Taco	83 9th St.	2019-06-03	83	Unclean or unsanitary food contact surfaces	High Risk	NA
90813	Kaisen Sushi	71 5th St	2019-06-03	78	High risk food holding temperature	High Risk	NA
77714	Hopwater Distribution	850 Bush St	2019-06-03	96	Other low risk violation	Low Risk	NA
83612	Lobster ME	845 Market St FE15	2019-06-03	87	High risk food holding temperature	High Risk	NA
78328	Golden Wok	295 B Orizaba Ave	2019-06-03	64	Unclean or degraded floors walls or ceilings	Low Risk	NA
99509	HAKASHI JAPANESE SUSHI BAR & GRILL	474 03RD St	2019-06-03	88	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
99509	HAKASHI JAPANESE SUSHI BAR & GRILL	474 03RD St	2019-06-03	88	Foods not protected from contamination	Moderate Risk	NA
97613	TROYA MEDITERRANEAN SOMA	214 Townsend St	2019-06-03	85	Foods not protected from contamination	Moderate Risk	NA
100475	PENINSULA CATERING AND EVENTS	2594 OAKDALE AVE	2019-06-03	96	Unclean or degraded floors walls or ceilings	Low Risk	NA
97613	TROYA MEDITERRANEAN SOMA	214 Townsend St	2019-06-03	85	Unclean hands or improper use of gloves	High Risk	NA
100475	PENINSULA CATERING AND EVENTS	2594 OAKDALE AVE	2019-06-03	96	Unapproved or unmaintained equipment or utensils	Low Risk	NA
99509	HAKASHI JAPANESE SUSHI BAR & GRILL	474 03RD St	2019-06-03	88	Improper thawing methods	Moderate Risk	NA
97613	TROYA MEDITERRANEAN SOMA	214 Townsend St	2019-06-03	85	Insufficient hot water or running water	Moderate Risk	NA
108	Rue Lepic	900 Pine St	2019-06-03	100	NA	NA	3
99509	HAKASHI JAPANESE SUSHI BAR & GRILL	474 03RD St	2019-06-03	88	Unclean or degraded floors walls or ceilings	Low Risk	NA
87791	Maple Restaurant	5820 Mission St	2019-06-04	70	Improper thawing methods	Moderate Risk	NA
37688	Peet's Coffee & Tea	370 04th St	2019-06-04	94	Unclean or degraded floors walls or ceilings	Low Risk	10
37115	Pasilla	359 Kearny St	2019-06-04	87	Low risk vermin infestation	Low Risk	3
36685	Muddy Waters Coffee House, Inc.	1304 Valencia St	2019-06-04	92	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	5
2335	Velvet Cantina	3349 23rd St	2019-06-04	89	Unclean nonfood contact surfaces	Low Risk	2
36875	Daffodil c/o Orchard Hotel	665 Bush St	2019-06-04	94	Improper or defective plumbing	Low Risk	3
479	Ristorante Ideale	1309 Grant Ave	2019-06-04	82	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
3165	HAN IL KWAN	1802 BALBOA St	2019-06-04	85	High risk vermin infestation	High Risk	4
37688	Peet's Coffee & Tea	370 04th St	2019-06-04	94	Permit license or inspection report not posted	Low Risk	10
3936	Boudin Bakery	251 Geary St, Basement (Macy's)	2019-06-04	98	Unclean or degraded floors walls or ceilings	Low Risk	3
36685	Muddy Waters Coffee House, Inc.	1304 Valencia St	2019-06-04	92	Unapproved or unmaintained equipment or utensils	Low Risk	5
2335	Velvet Cantina	3349 23rd St	2019-06-04	89	Unclean or degraded floors walls or ceilings	Low Risk	2
34395	E Tutto Qua	270 Columbus Ave	2019-06-04	91	High risk food holding temperature	High Risk	3
3256	Connection, The	5740 MISSION St	2019-06-04	94	Unclean or degraded floors walls or ceilings	Low Risk	1
3165	HAN IL KWAN	1802 BALBOA St	2019-06-04	85	Improper food storage	Low Risk	4
479	Ristorante Ideale	1309 Grant Ave	2019-06-04	82	Inadequate and inaccessible handwashing facilities	Moderate Risk	3
3165	HAN IL KWAN	1802 BALBOA St	2019-06-04	85	Improper storage use or identification of toxic substances	Low Risk	4
36875	Daffodil c/o Orchard Hotel	665 Bush St	2019-06-04	94	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	3
37115	Pasilla	359 Kearny St	2019-06-04	87	Improper cooling methods	High Risk	3
34395	E Tutto Qua	270 Columbus Ave	2019-06-04	91	Inadequate ventilation or lighting	Low Risk	3
37115	Pasilla	359 Kearny St	2019-06-04	87	Unclean nonfood contact surfaces	Low Risk	3
3256	Connection, The	5740 MISSION St	2019-06-04	94	Inadequate and inaccessible handwashing facilities	Moderate Risk	1
479	Ristorante Ideale	1309 Grant Ave	2019-06-04	82	Unapproved or unmaintained equipment or utensils	Low Risk	3
479	Ristorante Ideale	1309 Grant Ave	2019-06-04	82	Moderate risk food holding temperature	Moderate Risk	3
37688	Peet's Coffee & Tea	370 04th St	2019-06-04	94	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	10
14075	BLUE BOTTLE COFFEE LLC	315 LINDEN ST	2019-06-04	96	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	11
479	Ristorante Ideale	1309 Grant Ave	2019-06-04	82	Foods not protected from contamination	Moderate Risk	3
2335	Velvet Cantina	3349 23rd St	2019-06-04	89	High risk vermin infestation	High Risk	2
37115	Pasilla	359 Kearny St	2019-06-04	87	Improper or defective plumbing	Low Risk	3
36685	Muddy Waters Coffee House, Inc.	1304 Valencia St	2019-06-04	92	Low risk vermin infestation	Low Risk	5
3165	HAN IL KWAN	1802 BALBOA St	2019-06-04	85	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	4
81540	Wang Dae Bak	2642 Ocean Ave	2019-06-04	92	Foods not protected from contamination	Moderate Risk	NA
87044	Sabella & LaTorre Seafood	2809 Taylor St	2019-06-04	90	Insufficient hot water or running water	Moderate Risk	NA
87791	Maple Restaurant	5820 Mission St	2019-06-04	70	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
70516	Shabu House	2608 Ocean Ave	2019-06-04	87	Foods not protected from contamination	Moderate Risk	8
87791	Maple Restaurant	5820 Mission St	2019-06-04	70	Improper food storage	Low Risk	NA
83998	Cala Restaurant	149 Fell St	2019-06-04	92	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
82324	Chisme Cantina	882 Sutter St	2019-06-04	91	Improper cooling methods	High Risk	NA
70516	Shabu House	2608 Ocean Ave	2019-06-04	87	Unclean or unsanitary food contact surfaces	High Risk	8
86178	CVS/Pharmacy #10164	601 Mission St.	2019-06-04	98	Permit license or inspection report not posted	Low Risk	NA
81540	Wang Dae Bak	2642 Ocean Ave	2019-06-04	92	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
94408	Sizzling Pot King	139 8th St	2019-06-04	70	Unclean hands or improper use of gloves	High Risk	NA
65776	111 Minna Gallery	111 Minna St	2019-06-04	94	Improper or defective plumbing	Low Risk	10
87044	Sabella & LaTorre Seafood	2809 Taylor St	2019-06-04	90	Improper storage of equipment utensils or linens	Low Risk	NA
94387	Foundation Cafe	645 05th St	2019-06-04	88	Improper storage of equipment utensils or linens	Low Risk	NA
87791	Maple Restaurant	5820 Mission St	2019-06-04	70	Unclean nonfood contact surfaces	Low Risk	NA
94408	Sizzling Pot King	139 8th St	2019-06-04	70	Improper cooling methods	High Risk	NA
83998	Cala Restaurant	149 Fell St	2019-06-04	92	Foods not protected from contamination	Moderate Risk	NA
82911	Super Duper	346 Kearny St	2019-06-04	98	Improper food storage	Low Risk	NA
82324	Chisme Cantina	882 Sutter St	2019-06-04	91	Unclean or degraded floors walls or ceilings	Low Risk	NA
65776	111 Minna Gallery	111 Minna St	2019-06-04	94	Moderate risk food holding temperature	Moderate Risk	10
94387	Foundation Cafe	645 05th St	2019-06-04	88	Moderate risk vermin infestation	Moderate Risk	NA
87791	Maple Restaurant	5820 Mission St	2019-06-04	70	Moderate risk vermin infestation	Moderate Risk	NA
94408	Sizzling Pot King	139 8th St	2019-06-04	70	Moderate risk vermin infestation	Moderate Risk	NA
87044	Sabella & LaTorre Seafood	2809 Taylor St	2019-06-04	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
87791	Maple Restaurant	5820 Mission St	2019-06-04	70	High risk food holding temperature	High Risk	NA
94387	Foundation Cafe	645 05th St	2019-06-04	88	Unclean or degraded floors walls or ceilings	Low Risk	NA
70516	Shabu House	2608 Ocean Ave	2019-06-04	87	Permit license or inspection report not posted	Low Risk	8
94408	Sizzling Pot King	139 8th St	2019-06-04	70	Unclean nonfood contact surfaces	Low Risk	NA
87791	Maple Restaurant	5820 Mission St	2019-06-04	70	Unclean hands or improper use of gloves	High Risk	NA
94387	Foundation Cafe	645 05th St	2019-06-04	88	Moderate risk food holding temperature	Moderate Risk	NA
94408	Sizzling Pot King	139 8th St	2019-06-04	70	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
84749	Craftsman and Wolves The Den	1598 Yosemite Ave	2019-06-04	100	NA	NA	NA
97283	PICCOLO PETE	2155 Bayshore Blvd	2019-06-04	84	Insufficient hot water or running water	Moderate Risk	NA
75851	Outfit Generic, Inc.	2250 Keith St	2019-06-04	100	NA	NA	NA
94408	Sizzling Pot King	139 8th St	2019-06-04	70	Food in poor condition	Moderate Risk	NA
95564	Coffee Bar	199 New Montgomery St suite a	2019-06-04	90	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
97283	PICCOLO PETE	2155 Bayshore Blvd	2019-06-04	84	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
7525	Stone House Calif Olive Oil	1 Ferry Building  #28	2019-06-04	100	NA	NA	6
94408	Sizzling Pot King	139 8th St	2019-06-04	70	Permit license or inspection report not posted	Low Risk	NA
94877	S&K Wings	Treasure Fest	2019-06-04	96	Moderate risk food holding temperature	Moderate Risk	NA
89653	Amami, LLC	430 Geary St	2019-06-04	100	NA	NA	NA
95564	Coffee Bar	199 New Montgomery St suite a	2019-06-04	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
80285	Taylor St. Coffee Shop	375 Taylor St	2019-06-04	92	NA	NA	NA
95564	Coffee Bar	199 New Montgomery St suite a	2019-06-04	90	Unapproved or unmaintained equipment or utensils	Low Risk	NA
97283	PICCOLO PETE	2155 Bayshore Blvd	2019-06-04	84	Inadequate sewage or wastewater disposal	Moderate Risk	NA
97283	PICCOLO PETE	2155 Bayshore Blvd	2019-06-04	84	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
99695	Kolobok LLC	850 Front St	2019-06-04	96	Moderate risk food holding temperature	Moderate Risk	NA
63121	Sodini's Restaurant	510 Green St	2019-06-05	86	Low risk vermin infestation	Low Risk	3
63121	Sodini's Restaurant	510 Green St	2019-06-05	86	Foods not protected from contamination	Moderate Risk	3
