UniqueID	Location Id	Business Account Number	Ownership Name	DBA Name	Street Address	City	State	Source Zipcode	Business Start Date	Business End Date	Location Start Date	Location End Date	Administratively Closed	Mail Address	Mail City	Mail Zipcode	Mail State	NAICS Code	NAICS Code Description	NAICS Code Descriptions List	Parking Tax	Transient Occupancy Tax	LIC Code	LIC Code Description	LIC Code Descriptions List	Supervisor District	Neighborhoods - Analysis Boundaries	Business Corridor	Business Location	data_as_of	data_loaded_at
1207915-12-181-1096055	1207915-12-181	1096055	Jeffrey Kilgore	Steamship	308 Parnassus Ave	San Francisco	CA	94117	06/26/2018	06/29/2022	12/19/2018	06/29/2022	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				8	Inner Sunset		POINT (-122.454603 37.764513)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1161542-09-171-1075647	1161542-09-171	1075647	Ripple By The Bay LLC	Magnolia Brewing	1398 Haight St	San Francisco	CA	94117	09/06/2017	08/30/2024	09/06/2017	08/30/2024						7220-7229	Food Services	Food Services	false	false				5	Haight Ashbury		POINT (-122.445253105 37.770259937)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1191472-06-181-1088905	1191472-06-181	1088905	Nicole Vanmeter	Cliffside Cakes	130 Gardenside Dr Apt 304	San Francisco	CA	94131	05/30/2018	01/01/2023	05/30/2018	01/01/2023						7220-7229	Food Services	Food Services	false	false				8	Twin Peaks		POINT (-122.4448425 37.753416)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1144533-04-171-1069421	1144533-04-171	1069421	Organic Catering Bay Area Inc	Delivered	24 Jasper Place	San Francisco	CA	94133	04/28/2017		04/28/2017			24 Jasper Pl	San Francisco	94133	CA	7220-7229	Food Services	Food Services	false	false				3	North Beach	North Beach	POINT (-122.4081315 37.800036)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1152300-06-171-1072477	1152300-06-171	1072477	The Maker's Pantry LLC	The Maker's Pantry	1800 Vallejo Street Apt 1	San Francisco	CA	94123	05/26/2017	07/03/2017	05/26/2017	07/03/2017						7220-7229	Food Services	Food Services	false	false				2	Marina		POINT (-122.427171 37.796364)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1209354-01-191-1096682	1209354-01-191	1096682	Powder Shaved Snow LLC	Powder	260 Divisadero St	San Francisco	CA	94117	01/08/2019		01/08/2019			260 Divisadero St	San Francisco	94117	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	5	Haight Ashbury		POINT (-122.4368955 37.771533)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1160562-09-171-1074480	1160562-09-171	1074480	Oriental Dumpling Inc.	Oriental Hot Pot	20065 Stevens Creek Blvd C1	Cupertino	CA	95104	08/08/2017	06/30/2021	09/08/2017	06/30/2021	***Administratively Closed					7220-7229	Food Services	Food Services	false	false							POINT (-122.02439 37.32334)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1063104-04-161-1030942	1063104-04-161	1030942	The Salzburg LLC	663 Union St	663 Union St	San Francisco	CA	94133	04/20/2016	03/17/2018	04/20/2016	05/27/2016						7220-7229	Food Services	Food Services	false	false				3	Chinatown	North Beach	POINT (-122.410638 37.800054)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1360853-05-241-1082881	1360853-05-241	1082881	Malik Brothers LLC	Roti	147 Fulton St #	San Francisco	CA	94102	01/30/2018		05/13/2024			23684 Clawiter Rd	Hayward	94545	CA	7220-7229	Food Services	Food Services	false	false								2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1293187-12-211-1058595	1293187-12-211	1058595	Aedan LLC	Aedan Koji Cafe	613 York St	San Francisco	CA	94110	09/29/2016		12/09/2021			3617 Wawona St	San Francisco	94116	CA	7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.40882 37.761453)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1280228-06-211-1100172	1280228-06-211	1100172	Bistro Lovessy, LLC	Bistro Lovessy LLC	25 Washington St	Daly City	CA	94014	03/30/2019		04/01/2021	04/01/2021		1730 38th Ave	San Francisco	94122	CA	7220-7229	Food Services	Food Services	false	false							POINT (-122.468945013 37.68785386)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1343744-09-231-1094768	1343744-09-231	1094768	Shen 16888 Corporation	Shen's Porridge	694 Valencia St	San Francisco	CA	94110	11/01/2018		09/28/2023	09/28/2023		205 Oak St	San Francisco	94102	CA	7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.4219285 37.761894)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1231559-08-191-1103515	1231559-08-191	1103515	Vessel Ca Operations LLC	Vessel Ca Operations	136 Townsend St	San Francisco	CA	94107	06/26/2019	07/19/2022	08/19/2019	03/25/2020						7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.3918415 37.780281)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1221966-05-191-1102011	1221966-05-191	1102011	Left Coast Catering	Left Coast Catering	1400 Yosemite Ave	San Francisco	CA	94124	05/16/2019		05/16/2019	11/01/2021		534 Naples St	San Francisco	94112	CA	7220-7229	Food Services	Food Services	false	false	H30	CATERING FACILITIES	CATERING FACILITIES	10	Bayview Hunters Point		POINT (-122.3879265 37.72503)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1178985-02-181-1083597	1178985-02-181	1083597	Cater Baba, LLC	Stew Lab	4316 Balboa Street	San Francisco	CA	94121	02/13/2018	06/29/2022	02/13/2018	06/29/2022	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				1	Outer Richmond		POINT (-122.5052145 37.775574)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1206650-11-181-1095434	1206650-11-181	1095434	Golden Owl Inc	Golden Owl Inc	3317 Steiner St	San Francisco	CA	94123	11/26/2018	03/31/2022	11/30/2018	12/04/2018						7220-7229	Food Services	Food Services	false	false				2	Marina		POINT (-122.437775 37.79985)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1234698-09-191-1106993	1234698-09-191	1106993	Bo Zhong Liang	Keep It Sweet Inc	1170 Powell St	San Francisco	CA	94108	09/25/2019	12/21/2020	09/25/2019	12/21/2020						7220-7229	Food Services	Food Services	false	false				3	Chinatown		POINT (-122.409684 37.795536)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1224853-06-191-1103051	1224853-06-191	1103051	Rabbit Hole Sf, LLC	Usagi	1014 Larkin St	San Francisco	CA	94109	06/12/2019	06/29/2022	06/12/2019	06/29/2022	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				3	Nob Hill		POINT (-122.4180945 37.787301)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1086988-08-161-1041358	1086988-08-161	1041358	Stephanie Frias	Flip Dough	1450 Cayuga Ave	San Francisco	CA	94112	08/01/2016	04/16/2018	08/01/2016	04/16/2018						7220-7229	Food Services	Food Services	false	false				11	Outer Mission		POINT (-122.4455355 37.717479)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1203184-10-181-1093945	1203184-10-181	1093945	Stephanie Birch	Boost Box	438 Flood Ave	San Francisco	CA	94112	10/17/2018	10/20/2018	10/17/2018	10/20/2018						7220-7229	Food Services	Food Services	false	false				7	West of Twin Peaks		POINT (-122.4497925 37.730133)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1182280-03-181-1085041	1182280-03-181	1085041	Slow Brine	Slow Brine	270 Noe St	San Francisco	CA	94102	03/15/2018	11/14/2018	03/15/2018	11/28/2018						7220-7229	Food Services	Food Services	false	false				8	Castro/Upper Market		POINT (-122.433471 37.764684)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1200777-09-181-1092779	1200777-09-181	1092779	Francis Eugene Ferrer	Francis Eugene Ferrer	18 Fairview Ave	Daly City	CA	94015	09/18/2018	08/31/2022	09/18/2018	08/31/2022						7220-7229	Food Services	Food Services	false	false							POINT (-122.486353974 37.688139993)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1139601-03-171-1063913	1139601-03-171	1063913	Castro Pizza LLC	Castro Ice Cream	451 Castro St	San Francisco	CA	94110	01/17/2017		03/13/2017			0000 Undeliverable Mail	San Francisco	99999	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	8	Castro/Upper Market	Market/Castro	POINT (-122.4348075 37.761732)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1365976-07-241-1038712	1365976-07-241	1038712	Sasala Dining Usa Inc	Hinodeya Ramen Chestnut	3340 Steiner St	San Francisco	CA	94123	07/01/2016		07/10/2024			680 Clay St	San Francisco	94111	CA	7220-7229	Food Services	Food Services	false	false								2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1092105-08-161-1043852	1092105-08-161	1043852	Sweetgreen La LLC	Sweetgreen Soma	171 Second St	San Francisco	CA	94105	08/23/2016	08/15/2022	08/23/2016	08/15/2022						7220-7229	Food Services	Food Services	false	false	H26	RESTAURANT - OVER 2,000 SQFT	RESTAURANT - OVER 2,000 SQFT	6	Financial District/South Beach		POINT (-122.398515 37.787292)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1210408-01-191-1097157	1210408-01-191	1097157	Hayes Street Pizza LLC	Gioia Pizzeria	579 Hayes St	San Francisco	CA	94102	01/01/2019		01/01/2019			579 Hayes St	San Francisco	94102	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	5	Hayes Valley		POINT (-122.425812 37.776402)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1216379-03-191-1099737	1216379-03-191	1099737	My Huynh	Cafe Dolci	481 Huntington Ave	San Bruno	CA	94066	03/19/2019		03/19/2019	03/19/2019		481 Huntington Ave	San Bruno	94066	CA	7220-7229	Food Services	Food Services	false	false							POINT (-122.408478969 37.623860979)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1228142-07-191-1104314	1228142-07-191	1104314	Jaimeson Rice	Praetza	640 Hayes St	San Francisco	CA	94102	07/16/2019	03/31/2020	07/16/2019	03/31/2020						7220-7229	Food Services	Food Services	false	false				5	Hayes Valley		POINT (-122.427018 37.776582)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1214233-02-191-1098858	1214233-02-191	1098858	Samuel Schwartz	Portside Bakery	3251 20th Ave	San Francisco	CA	94132	04/01/2018	04/01/2018	04/01/2018	04/01/2018						7220-7229	Food Services	Food Services	false	false				7	Lakeshore		POINT (-122.4768375 37.728477)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1271061-03-211-1078780	1271061-03-211	1078780	Leonores Deli & Tacqueria LLC	601 Van Ness Ave Suite K	1635 Divisadero St	San Francisco	CA	94112	11/09/2017		11/09/2017	04/27/2022		601 Van Ness Ave Ste K	San Francisco	94102	CA	7220-7229	Food Services	Food Services	false	false				5	Japantown		POINT (-122.44037999 37.784796999)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1085059-07-161-1040467	1085059-07-161	1040467	Jy Project Inc	Kokio Republic	1635 47th Ave	San Francisco	CA	94122	07/01/2016	11/01/2017	07/01/2016	11/01/2017						7220-7229	Food Services	Food Services	false	false				4	Sunset/Parkside		POINT (-122.507028 37.755945)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1182942-03-181-1085192	1182942-03-181	1085192	Reimanz Properties, LLC	Tarara Restaurant + Bar	191 Pine St	San Francisco	CA	94111	03/20/2018		03/20/2018			0000 Undeliverable Mail	San Francisco	99999	CA	7220-7229	Food Services	Food Services	false	false	D04	PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY	PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY	3	Financial District/South Beach		POINT (-122.399379 37.792089)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1137256-02-171-1040312	1137256-02-171	1040312	Ccd LLC	Lovejoy's Tea Room	1351 Church St	San Francisco	CA	94131	07/22/2016		07/22/2016			1351 Church St	San Francisco	94114	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	8	Noe Valley		POINT (-122.42691 37.749195)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1320678-12-221-1104634	1320678-12-221	1104634	Inle Restaurant Group Inc	Inle Burmese Cuisine	822 Irving St	San Francisco	CA	94122	07/24/2019		08/30/2022			822 Irving St	San Francisco	94122	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	7	Inner Sunset		POINT (-122.466789 37.76427)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1317563-11-221-1093318	1317563-11-221	1093318	Valencia Ymp, LLC	Yellow Moto Pizzeria	702 Valencia St	San Francisco	CA	94110	08/16/2018	12/07/2024	11/01/2022	12/07/2024						7220-7229	Food Services	Food Services	false	false	H26	RESTAURANT - OVER 2,000 SQFT	RESTAURANT - OVER 2,000 SQFT	9	Mission		POINT (-122.4218025 37.761525)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1205984-11-181-1078036	1205984-11-181	1078036	Chs/Hotel G LLC	Ayala Restaurant	386 Geary St	San Francisco	CA	94102	05/05/2017		11/20/2018			0000 Undeliverable Mail	San Francisco	99999	CA	7220-7229	Food Services	Food Services	false	false				3	Tenderloin		POINT (-122.4096435 37.787373)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1362333-05-241-1092623	1362333-05-241	1092623	Top Beef, LLC	R&P	55 Division St	San Francisco	CA	94103	09/12/2018		05/16/2024			25 Division St Ste 202	San Francisco	94103	CA	7220-7229	Food Services	Food Services	false	false				6	Mission Bay		POINT (-122.403249 37.769679)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1260999-09-201-1117851	1260999-09-201	1117851	Subpaisarn LLC	Bluebell Plant-Based Cuisine	3970 17th Street B	San Francisco	CA	94114	09/29/2017	09/29/2017	09/24/2020	09/29/2017						7220-7229	Food Services	Food Services	false	false				8	Castro/Upper Market	Market/Castro	POINT (-122.4343665 37.762848)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1207496-12-181-1095879	1207496-12-181	1095879	Chendany Koeung	Happy Donuts	299 Ellis	San Francisco	CA	94102	12/13/2018		12/13/2018			299 Ellis St	San Francisco	94102	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	5	Tenderloin		POINT (-122.411033251 37.785065519)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1180906-03-181-1084418	1180906-03-181	1084418	Oink LLC	Oink & Oscar	87 Yerba Buena Ln	San Francisco	CA	94103	01/25/2018		01/25/2018			1140 Bacon St	San Francisco	94134	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	6	Financial District/South Beach		POINT (-122.4037215 37.785213)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1191614-06-181-1088962	1191614-06-181	1088962	K-Asian Kitchen, LLC	K-Asian Kitchen LLC	121 New Montgomery St	San Francisco	CA	94105	05/30/2018	03/17/2020	05/30/2018	05/30/2018						7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.399973 37.787256)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1174201-01-181-1081426	1174201-01-181	1081426	Lilly Yam	Happy Donuts	233 Bay Ridge Dr	Daly City	CA	94014	01/01/2018	04/30/2024	01/01/2018	01/04/2018						7220-7229	Food Services	Food Services	false	false							POINT (-122.417708031 37.699635982)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1119831-09-161-1057650	1119831-09-161	1057650	Bang's Restaurant	J & E Restaurant	2537 24th St	San Francisco	CA	94110	09/19/2016		09/19/2016			2537 24th St	San Francisco	94110	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	10	Mission		POINT (-122.4050535 37.752858)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1075590-06-161-1036722	1075590-06-161	1036722	Tacorea LLC	Tacorea	809 Bush St	San Francisco	CA	94108	06/08/2016		06/08/2016			809 Bush St	San Francisco	94108	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	3	Nob Hill		POINT (-122.410629 37.789713)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1238126-11-191-1108409	1238126-11-191	1108409	L's Caffe Inc.	L's Caffe	2871 24th St	San Francisco	CA	94110	11/08/2019		11/08/2019			2804 23rd St	San Francisco	94110	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	9	Mission	Lower 24th Street	POINT (-122.4095985 37.752552)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1216110-03-191-1081148	1216110-03-191	1081148	Aramark Refreshment Services, LLC	Aramark Rfs At Salesforce	101 Spear St Fl 4n/4s	SF	CA	94105	12/27/2017	06/08/2021	03/14/2019	06/08/2021						7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.392867004 37.79227198)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1068273-05-161-1033303	1068273-05-161	1033303	Andale Management Group, Inc	Mezcalito	2323 Polk St	San Francisco	CA	94109	05/11/2016		05/11/2016			710 Mcdonnell Rd	San Francisco	94128	CA	7220-7229	Food Services	Food Services	false	false	H26	RESTAURANT - OVER 2,000 SQFT	RESTAURANT - OVER 2,000 SQFT	3	Russian Hill		POINT (-122.422545 37.798227)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1266498-01-211-1120072	1266498-01-211	1120072	Roliroti Gourmet LLC	Roli Roti	7800 Edgewater Dr	Oakland	CA	94621	01/01/2020		01/01/2021			7800 Edgewater Dr	Oakland	94621	CA	7220-7229	Food Services	Food Services	false	false							POINT (-122.202641974 37.742030014)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1318745-11-221-1140728	1318745-11-221	1140728	Leia Coffman	Leia Coffman	1931 Jennings St	San Francisco	CA	94124	04/27/2017		04/27/2017			1931 Jennings St	San Francisco	94124	CA	7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.3877195 37.727793)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1062289-04-161-1029187	1062289-04-161	1029187	Manitas Cafe & Deli LLC	Manitas Cafe & Deli	2078 Hayes St	San Francisco	CA	94117	02/23/2016		04/18/2016			2078 Hayes St	San Francisco	94117	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	5	Lone Mountain/USF		POINT (-122.450733 37.773513)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1232556-08-191-1081463	1232556-08-191	1081463	Asian Bowls Inc	Tycoon Kitchen & Catering	276 5th St	San Francisco	CA	94103	01/03/2018		08/29/2019			1184 Girard St	San Francisco	94134	CA	7220-7229	Food Services	Food Services	false	false				6	South of Market		POINT (-122.403852 37.780434)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1300937-03-221-1102011	1300937-03-221	1102011	Left Coast Catering	Left Coast Catering	534 Naples St	San Francisco	CA	94112	05/16/2019		01/01/2022			534 Naples St	San Francisco	94112	CA	7220-7229	Food Services	Food Services	false	false				11	Excelsior		POINT (-122.4319005 37.720413)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1131370-12-161-1063049	1131370-12-161	1063049	Zee Cooks Inc	Creperie Saint Germain	100 Terry A Francois Blvd	San Francisco	CA	94158	10/01/2016		10/01/2016	12/31/2018		548 Market St Pmb 32273	San Francisco	94104	CA	7220-7229	Food Services	Food Services	false	false				6	Mission Bay		POINT (-122.38838 37.776367)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1138908-03-171-1066724	1138908-03-171	1066724	Sarka Simanova	Sarka Simanova	1755 O'farrell St T11312	San Francisco	CA	94115	03/01/2017	04/01/2020	03/01/2017	02/01/2018						7220-7229	Food Services	Food Services	false	false				5	Western Addition		POINT (-122.433607709 37.783156741)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1139793-03-171-1067139	1139793-03-171	1067139	Pj Million Corporation	Million Thai Restaurant	385 Taylor St	San Francisco	CA	94102	03/15/2017		03/15/2017			385 Taylor St	San Francisco	94102	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	5	Tenderloin		POINT (-122.411547 37.785771)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1119378-09-161-1057452	1119378-09-161	1057452	Apple Annie	Fisherman's Grotto	2847 Taylor St	San Francisco	CA	94133	09/15/2016	06/30/2021	09/15/2016	06/30/2021	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				3	North Beach		POINT (-122.415899175 37.808573865)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1165715-11-171-1057846	1165715-11-171	1057846	Soto Juan De Dios	Barranco Catering	103 Horne Ave	San Francisco	CA	94124	09/21/2016	03/28/2020	11/01/2017	03/28/2020						7220-7229	Food Services	Food Services	false	false	H74	CATERER	CATERER	10	Bayview Hunters Point		POINT (-122.3656245 37.726596)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1271995-03-211-1111485	1271995-03-211	1111485	Cibo Da Strada	Pastificio Frenk	103 Horne Ave	San Francisco	CA	94124	08/28/2019	02/01/2024	03/17/2021	02/01/2024						7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.3656245 37.726596)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1233354-09-191-1106423	1233354-09-191	1106423	Lsb Inc	El Coreano	4159 El Camino Way Ste P	Palo Alto	CA	94306	09/10/2019	06/25/2020	09/10/2019	01/09/2020						7220-7229	Food Services	Food Services	false	false							POINT (-122.123764996 37.412723982)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1142780-04-171-1068556	1142780-04-171	1068556	Don Breazell	Dohn S Catering Cuisine	500 Bright St	SF	CA	94132	04/09/2017	04/09/2017	04/09/2017	04/09/2017						7220-7229	Food Services	Food Services	false	false				11	Oceanview/Merced/Ingleside		POINT (-122.463324 37.720089)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1190933-06-181-1087637	1190933-06-181	1087637	11th Street Pizza Inc	Seniores Pizza	320 11th St	San Francisco	CA	94103	05/14/2018	06/01/2020	05/14/2018	06/01/2020						7220-7229	Food Services	Food Services	false	false				6	Mission		POINT (-122.413698 37.77129)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1161596-09-171-1076334	1161596-09-171	1076334	Gary Houston II	Just Potatoes SF	2443 Fillmore St Unit 247	San Francisco	CA	94115	09/20/2017	12/06/2017	09/20/2017	12/06/2017						7220-7229	Food Services	Food Services	false	false				2	Pacific Heights		POINT (-122.434821 37.792197)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1058127-03-161-1028524	1058127-03-161	1028524	Russian Renaissace Inc.	Russian Renaissance	1524 18th Avenue	San Francisco	CA	94122	03/01/2016		03/01/2016			5241 Geary Blvd	San Francisco	94118	CA	7220-7229	Food Services	Food Services	false	false				7	Inner Sunset		POINT (-122.4754425 37.759329)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1215913-03-191-1081148	1215913-03-191	1081148	Aramark Refreshment Services, LLC	Aramark Refreshments At Salesforce	1 Market	SF	CA	94105	12/27/2017	06/08/2021	03/13/2019	03/13/2019						7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.394755031 37.79438927)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1240812-12-191-1109597	1240812-12-191	1109597	Aaron Nam	Hotbird	500 Vernon St 111	Oakland	CA	94610	07/01/2019	12/31/2019	07/01/2019	12/31/2019						7220-7229	Food Services	Food Services	false	false							POINT (-122.250374985 37.817690981)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1130338-12-161-1062555	1130338-12-161	1062555	Sarah Low	Purely Vegan Food	111 Harold Ave	San Francisco	CA	94112	12/16/2016	06/18/2017	12/16/2016	06/18/2017						7220-7229	Food Services	Food Services	false	false				11	Oceanview/Merced/Ingleside		POINT (-122.4533385 37.720296)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1198792-08-181-1091721	1198792-08-181	1091721	Tea Warehouse LLC	Brew Cha	3420 18th Ave	San Francisco	CA	94110	08/20/2018		08/20/2018	08/20/2018		1430 28th Ave	San Francisco	94122	CA	7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.41987604 37.761837607)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1342525-09-231-1101267	1342525-09-231	1101267	2036 Lombard Street	Westwood	3318 Fillmore St	San Francisco	CA	94123	04/28/2019		10/31/2022			1146 Nogales St	Lafayette	94549	CA	7220-7229	Food Services	Food Services	false	false				2	Marina		POINT (-122.4358245 37.800225)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1212969-02-191-1098291	1212969-02-191	1098291	Michael Heinrich	Oh My Green@Git Hub 3rd Floor	88 Collins P Kelley Jr. Rd	San Francisco	CA	94107	02/14/2019	02/14/2019	02/14/2019	03/28/2019						7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.391032038 37.781675997)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1223287-05-191-1102466	1223287-05-191	1102466	Bar Vero	Bite Me Sandwiches	701 Cole St	San Francisco	CA	94117	05/28/2019	05/28/2019	05/28/2019	05/28/2019						7220-7229	Food Services	Food Services	false	false				8	Haight Ashbury		POINT (-122.450769 37.768437)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1216703-03-191-1099878	1216703-03-191	1099878	Edwin Ng	Edwin Ng	2001 Union St Ste 107	San Francisco	CA	94123	03/21/2019		03/21/2019	03/22/2019		2001 Union St 107 Ste	San Francisco	94123	CA	7220-7229	Food Services	Food Services	false	false				2	Marina	Union Street	POINT (-122.432499 37.797192)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1325691-02-231-1100931	1325691-02-231	1100931	One Zero Foods LLC	Happy Toast	380 Bush St Ste 4	San Francisco	CA	94104	04/15/2019		02/24/2023	06/30/2023		75 Western Shore Ln Apt 3	San Francisco	94115	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	3	Financial District/South Beach		POINT (-122.403861 37.790991)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1362256-05-241-1108273	1362256-05-241	1108273	Guerrilla Vision LLC	Guerrilla Vision LLC	1288 Columbus Ave	San Francisco	CA	94133	06/01/2018		06/01/2018			1288 Columbus Ave # 160	San Francisco	94133	CA	7220-7229	Food Services	Food Services	false	false				3	North Beach		POINT (-122.4180405 37.805877)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
